#filename theo_tt tshift obs_tt polarity stnm netwk rayp stla stlo stel evla evlo evdp dist az baz snr xcoeff0 ccmean maxamp
AV.ETKA..BHZ.M.2025.087.063014.SAC 677.460866 6.500000 683.960866 1 ETKA AV 0.054166 51.861870 -176.405655 248.000000 22.013000 95.921997 35.000000 71.564383 40.667077 282.385335 11.764625 1.000000 0.905982 0.223873
AT.SMY..BHZ.M.2025.087.062937.SAC 640.770375 3.000000 643.770375 1 SMY AT 0.057995 52.730801 174.103104 58.000000 22.013000 95.921997 35.000000 65.680954 40.684386 274.875704 34.244236 1.000000 0.942525 0.177701
IM.SHEM..BHZ.M.2025.087.062937.SAC 640.756575 7.713293 648.469868 1 SHEM IM 0.057997 52.729500 174.099396 58.000000 22.013000 95.921997 35.000000 65.678820 40.686019 274.873428 33.664241 1.000000 0.945495 0.179779
AV.KICM..BHZ.M.2025.087.063011.SAC 674.502211 6.790145 681.292356 1 KICM AV 0.054487 51.918961 -177.195587 173.000000 22.013000 95.921997 35.000000 71.074181 40.716148 281.779595 13.912511 1.000000 0.867094 0.153272
AV.KIRH..BHZ.M.2025.087.063012.SAC 674.902045 7.053654 681.955699 1 KIRH AV 0.054444 51.899811 -177.093704 321.000000 22.013000 95.921997 35.000000 71.139823 40.722316 281.861789 8.972761 1.000000 0.909150 0.258377
AV.KIKV..BHZ.M.2025.087.063011.SAC 674.644826 6.810092 681.454918 1 KIKV AV 0.054472 51.878494 -177.170609 403.000000 22.013000 95.921997 35.000000 71.097594 40.754684 281.811813 17.170055 1.000000 0.860770 0.217774
AV.KIWB..BHZ.M.2025.087.063011.SAC 674.749306 7.189771 681.939077 1 KIWB AV 0.054461 51.853001 -177.150940 234.000000 22.013000 95.921997 35.000000 71.114747 40.778422 281.835013 16.768009 1.000000 0.920903 0.271321
AV.TAFP..BHZ.M.2025.087.063008.SAC 671.608957 7.264545 678.873502 1 TAFP AV 0.054797 51.899097 -177.985306 451.000000 22.013000 95.921997 35.000000 70.599188 40.839758 281.198856 11.460748 1.000000 0.936380 0.268391
AV.TANO..BHZ.M.2025.087.063008.SAC 671.082409 7.133617 678.216026 1 TANO AV 0.054854 51.914639 -178.122711 268.000000 22.013000 95.921997 35.000000 70.512744 40.841010 281.091136 11.845720 1.000000 0.922722 0.221705
AV.KIMD..BHZ.M.2025.087.063011.SAC 674.551868 6.589963 681.141831 1 KIMD AV 0.054482 51.761505 -177.235214 173.100006 22.013000 95.921997 35.000000 71.082333 40.884397 281.803300 12.229492 1.000000 0.906296 0.141420
AV.TAPA..BHZ.M.2025.087.063009.SAC 672.340846 6.762520 679.103366 1 TAPA AV 0.054719 51.814320 -177.814865 635.000000 22.013000 95.921997 35.000000 70.719344 40.906004 281.354960 9.208937 1.000000 0.897049 0.191274
AV.TASO..BHZ.M.2025.087.063008.SAC 671.070462 7.136219 678.206681 1 TASO AV 0.054855 51.853550 -178.145294 690.000000 22.013000 95.921997 35.000000 70.510782 40.907458 281.095654 12.086062 1.000000 0.943156 0.210991
AV.TASE..BHZ.M.2025.087.063008.SAC 671.492877 6.705832 678.198709 1 TASE AV 0.054810 51.834934 -178.037170 686.000000 22.013000 95.921997 35.000000 70.580131 40.913107 281.182567 10.901880 1.000000 0.928810 0.160625
AV.TAFL..BHZ.M.2025.087.063009.SAC 672.097023 6.665293 678.762316 1 TAFL AV 0.054745 51.755451 -177.899673 194.000000 22.013000 95.921997 35.000000 70.679315 40.978118 281.312291 16.461728 1.000000 0.911027 0.187179
AV.CEAP..BHZ.M.2025.087.062959.SAC 662.376752 8.025468 670.402220 1 CEAP AV 0.055775 52.001209 179.575760 237.100006 22.013000 95.921997 35.000000 69.097156 41.018954 279.340196 10.707641 1.000000 0.922940 0.234185
AV.GANE..BHZ.M.2025.087.063005.SAC 668.763169 6.792978 675.556147 1 GANE AV 0.055103 51.817787 -178.778595 300.000000 22.013000 95.921997 35.000000 70.131989 41.023316 280.636942 14.413561 1.000000 0.917084 0.226665
AV.GANO..BHZ.M.2025.087.063005.SAC 668.660578 6.964790 675.625368 1 GANO AV 0.055114 51.819199 -178.805801 451.000000 22.013000 95.921997 35.000000 70.115146 41.025147 280.616183 10.792118 1.000000 0.933827 0.248496
AV.CEPE..BHZ.M.2025.087.062959.SAC 662.683793 8.111518 670.795311 1 CEPE AV 0.055743 51.964420 179.647354 339.200012 22.013000 95.921997 35.000000 69.146798 41.050100 279.407752 13.890011 1.000000 0.942198 0.240342
AV.GAEA..BHZ.M.2025.087.063006.SAC 668.914281 6.791794 675.706075 1 GAEA AV 0.055087 51.781898 -178.748795 326.000000 22.013000 95.921997 35.000000 70.156797 41.057186 280.671924 17.086406 1.000000 0.929653 0.173315
AV.CETU..BHZ.M.2025.087.062959.SAC 662.097892 7.651092 669.748984 1 CETU AV 0.055804 51.964909 179.492172 317.299988 22.013000 95.921997 35.000000 69.052071 41.066257 279.291317 17.904350 1.000000 0.930383 0.202619
AV.GASW..BHZ.M.2025.087.063005.SAC 668.518688 6.819601 675.338289 1 GASW AV 0.055129 51.777634 -178.856552 252.000000 22.013000 95.921997 35.000000 70.091852 41.074758 280.593270 13.796457 1.000000 0.908035 0.181502
AV.GALA..BHZ.M.2025.087.063006.SAC 668.845911 6.782408 675.628319 1 GALA AV 0.055094 51.760628 -178.773651 313.000000 22.013000 95.921997 35.000000 70.145573 41.082446 280.661019 15.635698 1.000000 0.920416 0.165394
AV.CERB..BHZ.M.2025.087.062959.SAC 662.644800 7.936662 670.581462 1 CERB AV 0.055747 51.930229 179.627853 324.299988 22.013000 95.921997 35.000000 69.140493 41.088310 279.406064 13.845170 1.000000 0.947916 0.206948
AV.CERA..BHZ.M.2025.087.063000.SAC 662.876140 7.356939 670.233079 1 CERA AV 0.055723 51.905819 179.682571 296.899994 22.013000 95.921997 35.000000 69.177896 41.108146 279.456225 12.532242 1.000000 0.917158 0.173405
AV.CESW..BHZ.M.2025.087.062959.SAC 662.424202 7.472109 669.896311 1 CESW AV 0.055770 51.899891 179.561325 242.000000 22.013000 95.921997 35.000000 69.104828 41.127532 279.367743 15.924313 1.000000 0.935136 0.193517
AV.LSNW..BHZ.M.2025.087.062955.SAC 658.381494 7.580676 665.962170 1 LSNW AV 0.056192 51.969311 178.514816 264.299988 22.013000 95.921997 35.000000 68.454612 41.162081 278.556373 15.285340 1.000000 0.887454 0.179346
AV.LSPA..BHZ.M.2025.087.062955.SAC 658.611360 7.796186 666.407546 1 LSPA AV 0.056168 51.955750 178.571396 332.200012 22.013000 95.921997 35.000000 68.491220 41.170892 278.604183 8.857425 1.000000 0.913353 0.165956
AV.LSSA..BHZ.M.2025.087.062955.SAC 658.387719 7.818439 666.206158 1 LSSA AV 0.056191 51.948311 178.511322 538.599976 22.013000 95.921997 35.000000 68.455603 41.184756 278.561985 10.442685 1.000000 0.891061 0.154187
AV.LSSE..BHZ.M.2025.087.062955.SAC 658.616675 8.226065 666.842740 1 LSSE AV 0.056167 51.932030 178.566971 308.799988 22.013000 95.921997 35.000000 68.492066 41.196544 278.610145 15.815476 1.000000 0.919818 0.213496
AV.GAKI..BHZ.M.2025.087.063006.SAC 668.929756 6.740941 675.670697 1 GAKI AV 0.055085 51.553398 -178.813995 99.000000 22.013000 95.921997 35.000000 70.159338 41.303903 280.704947 11.536441 1.000000 0.861288 0.155583
AV.AMKA..BHZ.M.2025.087.062959.SAC 661.963954 7.654693 669.618647 1 AMKA AV 0.055818 51.378399 179.301895 116.000000 22.013000 95.921997 35.000000 69.030416 41.706617 279.372160 8.219835 1.000000 0.926884 0.238014
IU.YSS.00.BHZ.M.2025.087.062709.SAC 492.398071 8.178095 500.576166 1 YSS IU 0.071444 46.958698 142.760406 148.000000 22.013000 95.921997 35.000000 45.061700 44.839682 253.044835 49.616232 1.000000 0.955133 0.148479
N.NKGF.UB.SAC 483.984347 8.087363 492.071710 1 N.NKGF -12345 0.072130 44.801701 142.084900 31.000000 22.013000 95.921997 35.000000 44.006614 47.603992 254.531336 73.421284 1.000000 0.930999 0.115219
N.NOPF.UB.SAC 487.705924 8.131062 495.836986 1 N.NOPF -12345 0.071826 44.321800 142.938400 126.000000 22.013000 95.921997 35.000000 44.473139 48.492466 255.766958 50.445646 1.000000 0.947568 0.142038
JP.JKA..BHZ.M.2025.087.062657.SAC 485.389250 7.815650 493.204900 1 JKA JP 0.072015 44.118801 142.593002 220.000000 22.013000 95.921997 35.000000 44.182546 48.686153 255.664666 69.209896 1.000000 0.933520 0.125785
N.SHRF.UB.SAC 498.646252 7.740079 506.386331 1 N.SHRF -12345 0.070935 44.056301 144.994400 111.000000 22.013000 95.921997 35.000000 45.851592 49.333377 257.793288 40.817821 1.000000 0.902701 0.173766
N.KNPF.UB.SAC 490.956723 8.061006 499.017729 1 N.KNPF -12345 0.071561 43.762501 143.708405 158.000000 22.013000 95.921997 35.000000 44.880904 49.450917 256.984010 65.916226 1.000000 0.949987 0.144620
N.HSSF.UB.SAC 475.354541 7.768734 483.123275 1 N.HSSF -12345 0.072813 42.967201 141.228607 190.000000 22.013000 95.921997 35.000000 42.936601 49.947121 255.638717 28.107806 1.000000 0.867904 0.182456
N.NMRF.UB.SAC 501.717360 7.093174 508.810534 1 N.NMRF -12345 0.070685 43.367298 145.737900 20.000000 22.013000 95.921997 35.000000 46.241431 50.420415 259.061811 33.639320 1.000000 0.945119 0.178725
N.HIDF.UB.SAC 481.897510 7.500772 489.398282 1 N.HIDF -12345 0.072295 42.820801 142.414505 229.000000 22.013000 95.921997 35.000000 43.747866 50.456249 256.816261 60.020193 1.000000 0.940301 0.145976
N.IMGF.UB.SAC 467.866713 6.624025 474.490738 1 N.IMGF -12345 0.073387 42.392799 140.140594 50.000000 22.013000 95.921997 35.000000 42.016256 50.471579 255.288022 53.658759 1.000000 0.922754 0.149990
N.URHF.UB.SAC 489.295568 7.701120 496.996688 1 N.URHF -12345 0.071697 42.929798 143.671097 80.000000 22.013000 95.921997 35.000000 44.672536 50.595173 257.770873 53.216297 1.000000 0.942699 0.147244
N.KSRF.UB.SAC 494.041017 7.076163 501.117180 1 N.KSRF -12345 0.071310 42.981998 144.485107 18.000000 22.013000 95.921997 35.000000 45.267784 50.697486 258.397976 44.704614 1.000000 0.893561 0.162353
N.KMUF.UB.SAC 484.056805 7.757930 491.814735 1 N.KMUF -12345 0.072124 42.239101 142.962494 177.000000 22.013000 95.921997 35.000000 44.015598 51.402235 257.868667 68.126503 1.000000 0.932256 0.127011
N.TMRF.UB.SAC 472.787131 6.936870 479.724001 1 N.TMRF -12345 0.073014 41.101601 141.383102 120.000000 22.013000 95.921997 35.000000 42.619302 52.656529 257.731306 51.597634 1.000000 0.922104 0.148534
JP.JTM..BHZ.M.2025.087.062647.SAC 470.325319 6.778673 477.103992 1 JTM JP 0.073201 40.789501 141.064667 130.000000 22.013000 95.921997 35.000000 42.317582 53.032026 257.799629 59.521176 1.000000 0.917939 0.134370
N.OOWF.UB.SAC 466.403939 7.049577 473.453516 1 N.OOWF -12345 0.073499 40.468899 140.509705 205.000000 22.013000 95.921997 35.000000 41.836978 53.365149 257.685530 45.655782 1.000000 0.910399 0.153542
N.GJMF.UB.SAC 463.087580 6.823325 469.910905 1 N.GJMF -12345 0.073750 39.955502 140.111298 105.000000 22.013000 95.921997 35.000000 41.430526 54.022434 257.919587 43.610028 1.000000 0.864767 0.140117
N.IYGF.UB.SAC 472.390144 6.705534 479.095678 1 N.IYGF -12345 0.073044 40.121700 141.583298 429.000000 22.013000 95.921997 35.000000 42.570647 54.118153 258.937699 51.597214 1.000000 0.896541 0.139648
N.TYSF.UB.SAC 471.329322 6.874994 478.204316 1 N.TYSF -12345 0.073125 39.377201 141.593201 346.000000 22.013000 95.921997 35.000000 42.440633 55.201567 259.742758 47.204634 1.000000 0.895200 0.133260
JP.JSD..BHZ.M.2025.087.062625.SAC 448.176349 6.623204 454.799553 1 JSD JP 0.074844 38.040001 138.257172 146.000000 22.013000 95.921997 35.000000 39.626755 56.451322 258.599017 22.290210 1.000000 0.817619 0.129891
N.KSKF.UB.SAC 463.402988 6.999941 470.402929 1 N.KSKF -12345 0.073726 38.258499 140.583298 319.000000 22.013000 95.921997 35.000000 41.469182 56.640957 260.180123 46.505434 1.000000 0.905851 0.139416
N.ADMF.UB.SAC 449.076324 6.587932 455.664256 1 N.ADMF -12345 0.074778 37.904598 138.430298 276.000000 22.013000 95.921997 35.000000 39.734557 56.700757 258.897492 52.829438 1.000000 0.829138 0.147734
N.SBTF.UB.SAC 455.732482 7.026749 462.759231 1 N.SBTF -12345 0.074290 37.968300 139.450104 130.000000 22.013000 95.921997 35.000000 40.538520 56.836862 259.628514 44.600400 1.000000 0.901090 0.155314
N.KZKF.UB.SAC 448.683597 7.357751 456.041348 1 N.KZKF -12345 0.074807 37.297699 138.514297 250.000000 22.013000 95.921997 35.000000 39.687515 57.651845 259.680333 29.340900 1.000000 0.905087 0.175008
N.HROF.UB.SAC 463.946433 6.891973 470.838406 1 N.HROF -12345 0.073685 37.224602 140.877701 615.000000 22.013000 95.921997 35.000000 41.535787 58.234640 261.553815 40.445347 1.000000 0.941400 0.178121
IU.MAJO.60.BHZ.M.2025.087.062622.SAC 445.552417 7.423133 452.975550 1 MAJO IU 0.075037 36.545670 138.204056 405.000000 22.013000 95.921997 35.000000 39.312454 58.746199 260.338301 33.372517 1.000000 0.916540 0.179163
N.ASIF.UB.SAC 453.705336 6.793544 460.498880 1 N.ASIF -12345 0.074439 36.634201 139.420593 664.000000 22.013000 95.921997 35.000000 40.292954 58.856013 261.147834 28.533673 1.000000 0.895824 0.181173
N.SRNF.UB.SAC 434.559782 7.790183 442.349965 1 N.SRNF -12345 0.075822 36.201801 136.630295 473.000000 22.013000 95.921997 35.000000 38.002007 58.932079 259.550082 40.743992 1.000000 0.887073 0.180979
N.ONSF.UB.SAC 450.214084 7.364407 457.578491 1 N.ONSF -12345 0.074694 36.155701 138.982193 480.000000 22.013000 95.921997 35.000000 39.870841 59.505673 261.384711 26.141388 1.000000 0.942833 0.176429
N.TSKF.UB.SAC 457.609859 6.059862 463.669721 1 N.TSKF -12345 0.074153 36.214100 140.089798 174.000000 22.013000 95.921997 35.000000 40.765943 59.615174 262.122125 23.626987 1.000000 0.855589 0.196648
N.KNMF.UB.SAC 437.550112 7.413678 444.963790 1 N.KNMF -12345 0.075617 35.716801 137.178101 339.000000 22.013000 95.921997 35.000000 38.356255 59.827442 260.575492 33.482270 1.000000 0.867830 0.188143
N.TTOF.UB.SAC 444.046622 7.706181 451.752803 1 N.TTOF -12345 0.075148 35.836300 138.120895 1150.000000 22.013000 95.921997 35.000000 39.132086 59.834054 261.131839 35.088182 1.000000 0.893800 0.187563
JP.JGF..BHZ.M.2025.087.062615.SAC 438.591199 7.487239 446.078438 1 JGF JP 0.075546 35.604000 137.354172 580.000000 22.013000 95.921997 35.000000 38.479587 60.043461 260.847360 34.757769 1.000000 0.911030 0.189396
PS.INU..BHZ.M.2025.087.062613.SAC 436.034461 7.651221 443.685682 1 INU PS 0.075721 35.348202 137.028503 132.300003 22.013000 95.921997 35.000000 38.176704 60.381955 260.923847 31.570280 1.000000 0.904997 0.189777
N.SGNF.UB.SAC 449.188327 7.139426 456.327753 1 N.SGNF -12345 0.074770 35.509602 138.944397 785.000000 22.013000 95.921997 35.000000 39.747973 60.495463 262.122797 22.100368 1.000000 0.919523 0.190767
N.TGAF.UB.SAC 431.107699 7.934116 439.041815 1 N.TGAF -12345 0.076059 35.184700 136.338303 299.000000 22.013000 95.921997 35.000000 37.593057 60.496652 260.615845 34.064087 1.000000 0.880874 0.197025
N.FUJF.UB.SAC 445.312329 7.794549 453.106878 1 N.FUJF -12345 0.075055 35.230701 138.418106 618.000000 22.013000 95.921997 35.000000 39.283696 60.835797 262.080652 21.216325 1.000000 0.913134 0.177074
N.KNYF.UB.SAC 442.496412 7.715931 450.212343 1 N.KNYF -12345 0.075262 34.873798 138.062805 259.000000 22.013000 95.921997 35.000000 38.946398 61.332072 262.261570 20.346514 1.000000 0.926628 0.169218
N.JIZF.UB.SAC 448.877959 7.111319 455.989278 1 N.JIZF -12345 0.074793 34.916698 138.993805 263.000000 22.013000 95.921997 35.000000 39.710796 61.421426 262.863287 15.361588 1.000000 0.894849 0.174261
N.WTRF.UB.SAC 431.689675 8.124536 439.814211 1 N.WTRF -12345 0.076019 34.373901 136.574799 95.000000 22.013000 95.921997 35.000000 37.662001 61.854880 261.826270 24.564522 1.000000 0.896425 0.200678
N.KISF.UB.SAC 426.336156 8.394857 434.731013 1 N.KISF -12345 0.076383 33.865200 135.890701 66.000000 22.013000 95.921997 35.000000 37.028658 62.551506 261.996243 29.577406 1.000000 0.919125 0.194376
N.AOGF.UB.SAC 452.330587 7.197503 459.528090 1 N.AOGF -12345 0.074539 32.450802 139.774002 85.000000 22.013000 95.921997 35.000000 40.126419 65.333995 266.296585 13.729248 1.000000 0.794114 0.126908
N.OSWF.UB.SAC 469.640307 4.832676 474.472983 1 N.OSWF -12345 0.073253 27.098301 142.196106 11.000000 22.013000 95.921997 35.000000 42.233627 73.443810 273.607356 10.052917 1.000000 0.769666 0.216527
JP.JCJ..BHZ.M.2025.087.062646.SAC 469.557306 4.853559 474.410865 1 JCJ JP 0.073259 27.095699 142.184494 150.000000 22.013000 95.921997 35.000000 42.223455 73.448630 273.605633 9.481689 1.000000 0.815224 0.195020
PS.OGS..BHZ.M.2025.087.062646.SAC 469.711672 4.896950 474.608622 1 OGS PS 0.073247 27.056999 142.203003 20.000000 22.013000 95.921997 35.000000 42.242374 73.504345 273.655285 14.007421 1.000000 0.930776 0.150213
PS.CHUK..BHZ.M.2025.087.062830.SAC 573.151377 7.025099 580.176476 -1 CHUK PS 0.064473 7.463800 151.855392 10.000000 22.013000 95.921997 35.000000 55.745730 96.004334 291.522021 9.066609 1.000000 0.782208 0.082227
PS.KOR..BHZ.M.2025.087.062628.SAC 450.756061 5.732926 456.488987 -1 KOR PS 0.074654 7.343600 134.474106 10.000000 22.013000 95.921997 35.000000 39.935760 105.445732 295.659921 18.340706 1.000000 0.795528 0.183865
AU.RABL.00.BHZ.M.2025.087.062500.SAC 609.124557 7.301638 616.426195 -1 RABL AU 0.061101 -4.191200 152.163696 277.000000 22.013000 95.921997 35.000000 60.899069 108.232622 297.955273 20.753091 1.000000 0.838429 0.163711
AU.MANU.01.BHZ.M.2025.087.062500.SAC 572.561635 7.550550 580.112185 -1 MANU AU 0.064527 -2.043200 147.366196 141.500000 22.013000 95.921997 35.000000 55.663448 108.685867 298.454070 14.635818 1.000000 0.803429 0.182904
IU.HNR.10.BHZ.M.2025.087.063006.SAC 669.027069 6.004765 675.031834 -1 HNR IU 0.055074 -9.438700 159.947495 82.000000 22.013000 95.921997 35.000000 70.175314 109.344306 297.488644 12.535792 1.000000 0.802551 0.192487
G.SANVU.10.BHZ.D.2025.087.063059.SAC 721.362596 7.524559 728.887155 -1 SANVU G 0.049119 -15.447148 167.203232 56.000000 22.013000 95.921997 35.000000 79.209963 111.520417 296.491660 9.894415 1.000000 0.791271 0.120335
PS.JAY..BHZ.M.2025.087.062749.SAC 531.669942 6.810431 538.480373 -1 JAY PS 0.068149 -2.514700 140.703003 439.000000 22.013000 95.921997 35.000000 50.121512 113.374747 301.545265 11.114885 1.000000 0.675291 0.303405
IU.PMG.60.BHZ.M.2025.087.062855.SAC 597.525638 7.200718 604.726356 -1 PMG IU 0.062194 -9.404700 147.159698 90.000000 22.013000 95.921997 35.000000 59.208957 116.299868 302.565439 12.880082 1.000000 0.771946 0.290643
ND.MARNC.00.BHZ.D.2025.087.063117.SAC 739.541775 8.098284 747.640059 -1 MARNC ND 0.046803 -21.480900 168.030502 44.000000 22.013000 95.921997 35.000000 82.618010 116.600597 297.018191 12.900544 1.000000 0.904821 0.193755
ND.KOUNC.00.BHZ.D.2025.087.063058.SAC 720.704424 8.992552 729.696976 -1 KOUNC ND 0.049200 -20.550699 164.286102 88.000000 22.013000 95.921997 35.000000 79.088833 117.423082 298.490078 12.106106 1.000000 0.941677 0.341935
G.DZM.00.BHZ.D.2025.087.063112.SAC 734.089891 8.937361 743.027252 -1 DZM G 0.047487 -22.071640 166.443787 878.000000 22.013000 95.921997 35.000000 81.578296 117.815382 297.770597 9.682993 1.000000 0.926163 0.261077
ND.PINNC.00.BHZ.D.2025.087.063117.SAC 739.715938 8.832663 748.548601 -1 PINNC ND 0.046781 -22.612900 167.446503 21.000000 22.013000 95.921997 35.000000 82.651224 117.863527 297.395889 5.249653 1.000000 0.944095 0.278737
G.NOUC.00.BHZ.D.2025.087.063111.SAC 733.565303 8.642219 742.207522 -1 NOUC G 0.047553 -22.098631 166.306656 137.000000 22.013000 95.921997 35.000000 81.478254 117.899573 297.834333 7.067889 1.000000 0.905809 0.274653
ND.OUENC.00.BHZ.D.2025.087.063114.SAC 736.643609 9.035902 745.679511 -1 OUENC ND 0.047166 -22.418301 166.841599 115.000000 22.013000 95.921997 35.000000 82.065309 117.951165 297.638949 6.307397 1.000000 0.901282 0.313503
ND.ONTNC.00.BHZ.D.2025.087.063112.SAC 734.707423 8.401557 743.108980 -1 ONTNC ND 0.047409 -22.307301 166.453995 107.000000 22.013000 95.921997 35.000000 81.696064 118.021111 297.796112 8.588931 1.000000 0.924039 0.276902
GE.TNTI..BHZ.D.2025.087.062551.SAC 428.026337 5.135590 433.161927 -1 TNTI GE 0.076270 0.771800 127.366699 43.000000 22.013000 95.921997 35.000000 37.228025 120.327999 306.805578 8.520100 1.000000 0.865164 0.488630
GE.FAKI..BHZ.2025.087.0626.SAC 478.600488 5.736142 484.336630 -1 FAKI GE 0.072556 -2.919250 132.248886 136.000000 22.013000 95.921997 35.000000 43.339067 120.348001 306.729249 12.102530 1.000000 0.895234 0.416494
AU.COEN.00.BHZ.M.2025.087.062500.SAC 593.151836 6.973572 600.125408 -1 COEN AU 0.062582 -13.957400 143.174896 285.399994 22.013000 95.921997 35.000000 58.578580 123.252835 306.955588 12.447564 1.000000 0.922215 0.415442
AU.NFK.00.BHZ.M.2025.087.062500.SAC 756.749333 7.698269 764.447602 -1 NFK AU 0.044388 -29.043301 167.938904 203.000000 22.013000 95.921997 35.000000 86.011274 123.373609 297.711782 3.861965 1.000000 0.848915 0.349692
S1.AUCSH..BHZ.M.2025.087.062917.SAC 618.877384 6.757172 625.634556 -1 AUCSH S1 0.060132 -16.915899 145.768204 17.000000 22.013000 95.921997 35.000000 62.347275 124.235057 306.747605 9.768388 1.000000 0.958212 0.397625
AU.CN1H.00.BHZ.M.2025.087.062916.SAC 618.563783 7.556903 626.120686 -1 CN1H AU 0.060162 -16.910999 145.710602 149.000000 22.013000 95.921997 35.000000 62.300145 124.267973 306.779587 10.904278 1.000000 0.928234 0.447037
GE.BNDI..BHZ.2025.087.0626.SAC 471.703527 4.782445 476.485972 -1 BNDI GE 0.073096 -4.522400 129.904495 16.000000 22.013000 95.921997 35.000000 42.486495 124.318254 309.785531 16.145036 1.000000 0.905557 0.400222
AU.CN2S.00.BHZ.M.2025.087.062917.SAC 619.069482 7.471455 626.540937 -1 CN2S AU 0.060114 -17.021500 145.723801 56.000000 22.013000 95.921997 35.000000 62.376145 124.358932 306.817785 11.991101 1.000000 0.922008 0.442691
GE.SANI..BHZ.D.2025.087.062607.SAC 433.788957 4.532418 438.321375 -1 SANI GE 0.075875 -2.049600 125.988098 30.000000 22.013000 95.921997 35.000000 37.910692 125.334888 310.786332 11.827038 1.000000 0.881918 0.480858
AU.BW2S.00.BHZ.M.2025.087.062500.SAC 643.152847 6.950914 650.103761 -1 BW2S AU 0.057754 -19.998400 148.223206 7.000000 22.013000 95.921997 35.000000 66.049357 125.425857 306.486150 9.189823 1.000000 0.935577 0.474673
AU.TV1H.00.BHZ.M.2025.087.062931.SAC 633.311703 7.212654 640.524357 -1 TV1H AU 0.058746 -19.261400 146.795395 65.000000 22.013000 95.921997 35.000000 64.531309 125.666812 307.066084 12.924477 1.000000 0.934425 0.416341
AU.MTSU.00.BHZ.M.2025.087.062500.SAC 616.518430 7.659598 624.178028 -1 MTSU AU 0.060359 -18.148199 144.319504 460.000000 22.013000 95.921997 35.000000 61.994543 126.289078 308.139029 12.033006 1.000000 0.943249 0.451679
S1.AUNHS..BHZ.M.2025.087.062808.SAC 550.261529 5.390308 555.651837 -1 AUNHS S1 0.066529 -12.187400 136.783203 20.000000 22.013000 95.921997 35.000000 52.604571 126.293589 310.118669 18.497863 1.000000 0.959716 0.445958
AU.CTA..BHZ.M.2025.087.062932.SAC 633.907258 7.289652 641.196910 -1 CTA AU 0.058688 -20.087601 146.250000 426.000000 22.013000 95.921997 35.000000 64.622072 126.737233 307.707099 12.568255 1.000000 0.920990 0.430641
IU.CTAO.10.BHZ.M.2025.087.062500.SAC 633.907381 7.307390 641.214771 -1 CTAO IU 0.058688 -20.087650 146.249985 367.000000 22.013000 95.921997 35.000000 64.622091 126.737286 307.707127 12.577069 1.000000 0.923344 0.432993
AU.RK2S.00.BHZ.M.2025.087.063004.SAC 666.274002 7.362884 673.636886 -1 RK2S AU 0.055366 -23.310200 150.521606 36.000000 22.013000 95.921997 35.000000 69.727250 126.925261 306.199123 10.732602 1.000000 0.927672 0.431740
S1.AUNRC..BHZ.M.2025.087.063004.SAC 666.481201 6.779365 673.260566 -1 AUNRC S1 0.055344 -23.352900 150.532898 38.000000 22.013000 95.921997 35.000000 69.760749 126.955336 306.204999 19.570031 1.000000 0.959864 0.384994
AU.RK1H.00.BHZ.M.2025.087.063004.SAC 666.428580 7.402296 673.830876 -1 RK1H AU 0.055350 -23.387600 150.493896 66.000000 22.013000 95.921997 35.000000 69.752241 127.007698 306.238476 11.982588 1.000000 0.932202 0.438068
S1.AUMOU..BHZ.M.2025.087.063006.SAC 668.448087 6.719559 675.167646 -1 AUMOU S1 0.055137 -24.575199 149.981400 153.000000 22.013000 95.921997 35.000000 70.080261 128.318300 306.894086 16.997093 1.000000 0.946416 0.347095
AU.EIDS..BHZ.M.2025.087.062500.SAC 676.199019 7.654499 683.853518 -1 EIDS AU 0.054304 -25.369101 151.081696 216.000000 22.013000 95.921997 35.000000 71.353973 128.358261 306.442656 12.004256 1.000000 0.924737 0.428969
S1.AUBSH..BHZ.M.2025.087.063028.SAC 689.527938 7.067377 696.595315 -1 AUBSH S1 0.052828 -26.864000 152.954697 26.000000 22.013000 95.921997 35.000000 73.592620 128.580941 305.684633 24.492008 1.000000 0.960716 0.379830
S1.AUWSH..BHZ.M.2025.087.063030.SAC 691.701956 7.168494 698.870450 -1 AUWSH S1 0.052581 -27.397699 153.037201 60.000000 22.013000 95.921997 35.000000 73.962852 128.986389 305.759415 14.550270 1.000000 0.956168 0.381096
AU.BRS.00.BHZ.M.2025.087.062500.SAC 690.571141 7.836723 698.407864 -1 BRS AU 0.052711 -27.391319 152.773987 580.000000 22.013000 95.921997 35.000000 73.769332 129.123896 305.918444 12.028621 1.000000 0.923396 0.422142
AU.GC2F.00.BHZ.M.2025.087.062500.SAC 694.941626 8.005079 702.946705 -1 GC2F AU 0.052204 -27.912201 153.395798 12.000000 22.013000 95.921997 35.000000 74.520509 129.226304 305.657621 9.371587 1.000000 0.938353 0.430204
AU.LHI.00.BHZ.M.2025.087.062500.SAC 728.978339 8.004908 736.983247 -1 LHI AU 0.048161 -31.520000 159.061295 73.699997 22.013000 95.921997 35.000000 80.618229 129.423995 302.888282 8.422268 1.000000 0.949639 0.364970
S1.AUTOO..BHZ.M.2025.087.063026.SAC 687.686883 7.472870 695.159753 -1 AUTOO S1 0.053035 -27.545200 151.966797 687.000000 22.013000 95.921997 35.000000 73.280755 129.695412 306.451653 19.507394 1.000000 0.959832 0.356031
